城市,天气,最低气温,最高气温,日期
艾因西莱姆,多云转阴到多云间晴,,24,2017/6/27
马尔萨斯卡拉,多云转阴到多云间晴,,23,2017/6/27
马尔萨斯卡拉,多云转阴到多云间晴,,23,2017/6/27
邦泰,局部地区有雷雨,,22,2017/6/27
平城市,一场阵雨或雷雨,,21,2017/6/27
艾因西莱姆,多云转阴到多云间晴,,24,2017/6/27
科托尔,晴,,20,2017/6/27
马尔萨斯卡拉,多云转阴到多云间晴,,23,2017/6/27
平城市,一场阵雨或雷雨,,21,2017/6/27
圣保罗湾城,多云转阴到多云间晴,,23,2017/6/27
马尔萨斯卡拉,多云转阴到多云间晴,,23,2017/6/27
马尔萨斯卡拉,多云转阴到多云间晴,,23,2017/6/27
艾因西莱姆,多云转阴到多云间晴,,24,2017/6/27
马尔萨斯卡拉,多云转阴到多云间晴,,23,2017/6/27
平城市,一场阵雨或雷雨,,21,2017/6/27
圣保罗湾城,多云转阴到多云间晴,,23,2017/6/27
平城市,一场阵雨或雷雨,,21,2017/6/27
圣保罗湾城,多云转阴到多云间晴,,23,2017/6/27
波热加,晴转晴间多云,,17,2017/6/27
艾因西莱姆,多云转阴到多云间晴,,24,2017/6/27
雷焦卡拉布里亚,晴,25,32,2017/6/27
潘普洛纳,雷阵雨,13,28,2017/6/27
朱尼耶,晴,24,32,2017/6/27
卡萨布兰卡,晴,21,26,2017/6/27
拉各斯,大雨,24,29,2017/6/27
马尔萨斯卡拉,多云转阴到多云间晴,,23,2017/6/27
达喀尔,中雨,25,29,2017/6/27
巴塞尔,雷阵雨,17,28,2017/6/27
杜布罗夫尼克,晴,24,29,2017/6/27
帕德博恩,雷阵雨,17,23,2017/6/27
白沙瓦,晴,27,38,2017/6/27
巴士拉,晴,29,49,2017/6/27
蒙罗维亚,大雨,24,30,2017/6/27
平城市,一场阵雨或雷雨,,21,2017/6/27
奥古兹,晴,,14,2017/6/27
马尔萨斯卡拉,多云转阴到多云间晴,,23,2017/6/27
纳沃伊,晴,,21,2017/6/27
纳沃伊,晴,,21,2017/6/27
纳沃伊,晴,,21,2017/6/27
纳沃伊,晴,,21,2017/6/27
纳沃伊,晴,,21,2017/6/27
纳沃伊,晴,,21,2017/6/27
奇尔奇克,晴,,16,2017/6/27
纳沃伊,晴,,21,2017/6/27
奇尔奇克,晴,,16,2017/6/27
奇尔奇克,晴,,16,2017/6/27
奇尔奇克,晴,,16,2017/6/27
扎尔卡,晴,,21,2017/6/27
扎尔卡,晴,,21,2017/6/27
扎尔卡,晴,,21,2017/6/27
纳沃伊,晴,,21,2017/6/27
奇尔奇克,晴,,16,2017/6/27
扎尔卡,晴,,21,2017/6/27
扎尔卡,晴,,21,2017/6/27
纳沃伊,晴,,21,2017/6/27
杰拉什,晴,,20,2017/6/27
杰拉什,晴,,20,2017/6/27
奇尔奇克,晴,,16,2017/6/27
杰拉什,晴,,20,2017/6/27
杰拉什,晴,,20,2017/6/27
扎尔卡,晴,,21,2017/6/27
奇尔奇克,晴,,16,2017/6/27
杰拉什,晴,,20,2017/6/27
希比尔甘,晴,,22,2017/6/27
希比尔甘,晴,,22,2017/6/27
杰拉什,晴,,20,2017/6/27
扎尔卡,晴,,21,2017/6/27
希比尔甘,晴,,22,2017/6/27
希比尔甘,晴,,22,2017/6/27
斯法克斯,多云,26,39,2017/6/27
加尔各答,大雨,26,32,2017/6/27
艾哈迈达巴德,中雨,27,32,2017/6/27
瓜拉丁加奴,雷阵雨,24,33,2017/6/27
地拉那,晴,20,35,2017/6/27
斯库台,晴,20,33,2017/6/27
久姆里,晴,14,31,2017/6/27
弗里敦,雷阵雨,24,30,2017/6/27
阿萨达巴德,一场大雷雨,,21,2017/6/27
日惹,大雨,21,31,2017/6/27
毕尔巴鄂,雷阵雨,16,21,2017/6/27
阿萨达巴德,一场大雷雨,,21,2017/6/27
拉姆拉,晴,,23,2017/6/27
希比尔甘,晴,,22,2017/6/27
杰拉什,晴,,20,2017/6/27
希比尔甘,晴,,22,2017/6/27
拉姆拉,晴,,23,2017/6/27
拿撒勒,晴间多云,,21,2017/6/27
拿撒勒,晴间多云,,21,2017/6/27
阿萨达巴德,一场大雷雨,,21,2017/6/27
拿撒勒,晴间多云,,21,2017/6/27
贝特雁,晴,,24,2017/6/27
拉姆拉,晴,,23,2017/6/27
阿萨达巴德,一场大雷雨,,21,2017/6/27
贝特雁,晴,,24,2017/6/27
拉姆拉,晴,,23,2017/6/27
拿撒勒,晴间多云,,21,2017/6/27
贝特雁,晴,,24,2017/6/27
贝特雁,晴,,24,2017/6/27
达尼洛夫格勒,晴,,21,2017/6/27
胡富夫,晴,,29,2017/6/27
贝特雁,晴,,24,2017/6/27
拿撒勒,晴间多云,,21,2017/6/27
贝特雁,晴,,24,2017/6/27
胡富夫,晴,,29,2017/6/27
胡富夫,晴,,29,2017/6/27
拿撒勒,晴间多云,,21,2017/6/27
贝特雁,晴,,24,2017/6/27
卡拉克,晴,,20,2017/6/27
达尼洛夫格勒,晴,,21,2017/6/27
拉姆拉,晴,,23,2017/6/27
达尼洛夫格勒,晴,,21,2017/6/27
达尼洛夫格勒,晴,,21,2017/6/27
米底巴,晴,,18,2017/6/27
达尼洛夫格勒,晴,,21,2017/6/27
卡拉克,晴,,20,2017/6/27
阿尔贝拉,晴,,24,2017/6/27
米底巴,晴,,18,2017/6/27
卡拉克,晴,,20,2017/6/27
阿尔贝拉,晴,,24,2017/6/27
胡富夫,晴,,29,2017/6/27
米底巴,晴,,18,2017/6/27
卡济迈因,晴,,32,2017/6/27
米底巴,晴,,18,2017/6/27
卡济迈因,晴,,32,2017/6/27
米底巴,晴,,18,2017/6/27
马赫穆迪亚,晴,,31,2017/6/27
卡拉克,晴,,20,2017/6/27
阿尔贝拉,晴,,24,2017/6/27
马赫穆迪亚,晴,,31,2017/6/27
马赫穆迪亚,晴,,31,2017/6/27
阿尔贝拉,晴,,24,2017/6/27
萨迈拉,晴,,31,2017/6/27
卡济迈因,晴,,32,2017/6/27
苏莱曼尼亚,晴,,24,2017/6/27
米底巴,晴,,18,2017/6/27
苏莱曼尼亚,晴,,24,2017/6/27
苏莱曼尼亚,晴,,24,2017/6/27
阿尔贝拉,晴,,24,2017/6/27
马赫穆迪亚,晴,,31,2017/6/27
卡济迈因,晴,,32,2017/6/27
马赫穆迪亚,晴,,31,2017/6/27
埃里温,晴,19,36,2017/6/27
耶烈万机场,多云,21,30,2017/6/27
瓦纳佐尔,雨,15,31,2017/6/27
绍尔哈,晴,14,28,2017/6/27
伊杰万,雨,21,30,2017/6/27
嘉瓦,多云,13,28,2017/6/27
法坦,晴,16,32,2017/6/27
阿什塔拉克,多云,19,29,2017/6/27
阿塔沙特,多云,21,30,2017/6/27
阿尔马维尔,多云,19,29,2017/6/27
阿雷尼,多云,20,31,2017/6/27
阿勒山,多云,21,30,2017/6/27
安伯,晴,14,31,2017/6/27
南特,雷阵雨,14,24,2017/6/27
宿务,雷阵雨,24,32,2017/6/27
三宝垄,大雨,22,31,2017/6/27
索非亚,雷阵雨,17,31,2017/6/27
科钦,多云,12,24,2017/6/27
阿马西亚,多云,12,29,2017/6/27
马基奴,晴,,31,2017/6/27
图巴,局部地区有雷雨,,23,2017/6/27
康法朗代,多云,,23,2017/6/27
科纳克里,雷阵雨,23,28,2017/6/27
波德戈里察,晴,21,34,2017/6/27
南安普敦,雷阵雨,15,20,2017/6/27
万隆,大雨,18,28,2017/6/27
格拉纳达,雷阵雨,23,28,2017/6/27
伊洛伊洛,大雨,25,28,2017/6/27
下诺夫哥罗德,小雨,11,20,2017/6/27
恩德培,雷阵雨,18,25,2017/6/27
巴朗杜古,零星降雨和雷雨,,21,2017/6/27
阿普拉惠,多云转阴,,23,2017/6/27
阿丰,局部地区有雷雨,,22,2017/6/27
阿尔卜,多云转阴到多云间晴,,24,2017/6/27
莫兰特贝,多云转阴,,26,2017/6/27
摩纳哥城,多云转阴到多云间晴,,20,2017/6/27
东部省卡拉达,晴,,32,2017/6/27
泽尼察,雷阵雨,17,31,2017/6/27
桑斯基莫斯特,雷阵雨,18,32,2017/6/27
科托尔城,雷阵雨,17,31,2017/6/27
莫茨金村,晴,23,32,2017/6/27
海法,晴,23,31,2017/6/27
莫斯塔尔,晴,19,33,2017/6/27
布尔奇科,多云,18,33,2017/6/27
巴尼亚卢卡,多云,19,33,2017/6/27
卡塔库尔干,晴,18,34,2017/6/27
鲁斯塔维,晴,21,32,2017/6/27
希拉,晴,30,49,2017/6/27
巴古拜,晴,31,48,2017/6/27
约特瓦塔,晴,23,42,2017/6/27
耶路撒冷,晴,20,32,2017/6/27
亚姆村,晴,24,32,2017/6/27
佩塔提克瓦,晴,22,33,2017/6/27
内坦亚,晴,23,32,2017/6/27
纳哈里亚,晴,23,32,2017/6/27
里雄来锡安,晴,23,32,2017/6/27
拉马特甘,晴,23,31,2017/6/27
巴克塔普尔,大雨,20,28,2017/6/27
霍隆,晴,23,31,2017/6/27
海尔兹利亚,晴,23,31,2017/6/27
措瓦,晴,20,33,2017/6/27
比亚利克村,晴,23,32,2017/6/27
贝内贝拉克,晴,23,31,2017/6/27
贝尔谢巴,晴,22,35,2017/6/27
巴特亚姆,晴,23,31,2017/6/27
阿塔村,晴,23,32,2017/6/27
阿克里,晴,18,30,2017/6/27
邦阿,阵雨,,23,2017/6/27
黑道达,少量降雨,,24,2017/6/27
保拉,多云转阴到多云间晴,,23,2017/6/27
阿塔尔德,多云转阴到多云间晴,,23,2017/6/27
圣朱利安斯,多云转阴到多云间晴,,23,2017/6/27
德拉雅,晴,18,40,2017/6/27
富尔格卢斯,晴,18,36,2017/6/27
伊德利卜,晴,20,36,2017/6/27
盖勒钡瓦齐,晴,28,36,2017/6/27
敏布,大雨,26,34,2017/6/27
马德岛,大雨,25,31,2017/6/27
仁安羌,大雨,26,34,2017/6/27
地泊,大雨,26,31,2017/6/27
帕丹,大雨,26,31,2017/6/27
坦盖尔,大雨,26,33,2017/6/27
滨海萨凡纳,一场阵雨或雷雨,,23,2017/6/27
巴伊纳巴什塔,晴,,15,2017/6/27
丹加地,局部地区有雷雨,,26,2017/6/27
磅士卑,多云转阴,,24,2017/6/27
土库曼纳巴德,晴,,20,2017/6/27
阿什多德,晴转晴间多云,,22,2017/6/27
帕坦,几场阵雨和雷雨,,20,2017/6/27
北汕,局部地区有雷雨,,24,2017/6/27
伊拉姆,零星降雨和雷雨,,20,2017/6/27
杜尔西布尔,一场阵雨或雷雨,,24,2017/6/27
马亨德拉那加,局部地区有雷雨,,25,2017/6/27
巴瑞索,大雨,27,33,2017/6/27
叶西尔,晴,16,26,2017/6/27
塔尔戈哈尔,大雨,12,22,2017/6/27
斯捷普诺戈尔斯克,小雨,12,26,2017/6/27
什姆肯特,晴,20,33,2017/6/27
塞贡蒂,晴,9,24,2017/6/27
鲁扎耶夫卡,晴,16,26,2017/6/27
库斯塔奈,晴,16,26,2017/6/27
阿克穆拉,小雨,10,24,2017/6/27
塔卡,晴,27,30,2017/6/27
奈兹瓦,多云,28,43,2017/6/27
马特拉,多云,32,37,2017/6/27
阿斯布,多云,33,38,2017/6/27
特罗,晴,13,21,2017/6/27
帕福斯,晴,19,31,2017/6/27
尼科西亚,晴,21,37,2017/6/27
利马索尔,晴,21,33,2017/6/27
克蒂马,晴,19,31,2017/6/27
法马古斯塔,晴,23,34,2017/6/27
扎尔甘,晴,30,49,2017/6/27
梅赫里兹,晴,18,34,2017/6/27
马斯吉德苏来曼,晴,26,47,2017/6/27
卡纳维斯,晴,16,28,2017/6/27
戈姆,晴,14,34,2017/6/27
戈尔甘,晴,19,35,2017/6/27
道戈巴但,晴,28,45,2017/6/27
博季努尔德,晴,16,31,2017/6/27
班娥港,晴,27,47,2017/6/27
巴厘岛,小雨,23,28,2017/6/27
芹苴,雷阵雨,24,33,2017/6/27
胡志明市,雷阵雨,26,33,2017/6/27
登巴萨,雷阵雨,24,29,2017/6/27
巨港,大雨,23,32,2017/6/27
戈公,局部地区有雷雨,,25,2017/6/27
加拉,多云转阴到多云间晴,,24,2017/6/27
德维纳,晴,,18,2017/6/27
蒙沙尔,多云转阴到多云间晴,,24,2017/6/27
姆迪纳,多云转阴到多云间晴,,23,2017/6/27
马尔萨,多云转阴到多云间晴,,23,2017/6/27
哈姆伦,多云转阴到多云间晴,,23,2017/6/27
萨菲,多云转阴到多云间晴,,24,2017/6/27
塞卡凯,晴,26,44,2017/6/27
代瓦迪米,晴,23,41,2017/6/27
艾赫萨,晴,20,36,2017/6/27
艾丽斯斯普林斯,晴,9,25,2017/6/27
阿尔及尔,多云,24,31,2017/6/27
安纳巴,晴,23,37,2017/6/27
那不勒斯,晴,22,31,2017/6/27
沙姆沙伊赫,晴,29,36,2017/6/27
乌法,小雨,16,26,2017/6/27
科姆拉茨,晴转晴间多云,,19,2017/6/27
普拉夫,更凉爽,,12,2017/6/27
普拉夫,更凉爽,,12,2017/6/27
拉康达明,多云转阴到多云间晴,,20,2017/6/27
阿绍,多云,23,,2017/6/27
博克拉,一场阵雨或雷雨,,20,2017/6/27
纳奴米,中雨,26,,2017/6/27
纳奴米,中雨,26,,2017/6/27
贾纳克布尔,局部地区有雷雨,,27,2017/6/27
纽基拉塔,大雨,25,,2017/6/27
纽基拉塔,大雨,25,,2017/6/27
他曲,阴转小雨,25,33,2017/6/27
纽基拉塔,大雨,25,,2017/6/27
芒赛,局部地区有雷雨,,22,2017/6/27
拉杰比拉杰,几场雷雨,,26,2017/6/27
吉诺卡斯特,晴,21,,2017/6/27
达蓝,局部地区有雷雨,,23,2017/6/27
科尔察,晴,19,,2017/6/27
拉杰比拉杰,几场雷雨,,26,2017/6/27
吉诺卡斯特,晴,21,,2017/6/27
夫罗勒,晴,21,,2017/6/27
夫罗勒,晴,21,,2017/6/27
科尔察,晴,19,,2017/6/27
吉诺卡斯特,晴,21,,2017/6/27
吉诺卡斯特,晴,21,,2017/6/27
吉诺卡斯特,晴,21,,2017/6/27
吉诺卡斯特,晴,21,,2017/6/27
科尔察,晴,19,,2017/6/27
科尔察,晴,19,,2017/6/27
波普顿,小雨,22,,2017/6/27
波普顿,小雨,22,,2017/6/27
巴里奥斯港,中雨,25,,2017/6/27
巴里奥斯港,中雨,25,,2017/6/27
巴里奥斯港,中雨,25,,2017/6/27
波普顿,小雨,22,,2017/6/27
夫罗勒,晴,21,,2017/6/27
雷塔卢莱乌,暴雨,23,,2017/6/27
夫罗勒,晴,21,,2017/6/27
夫罗勒,晴,21,,2017/6/27
波普顿,小雨,22,,2017/6/27
波普顿,小雨,22,,2017/6/27
雷塔卢莱乌,暴雨,23,,2017/6/27
波普顿,小雨,22,,2017/6/27
巴里奥斯港,中雨,25,,2017/6/27
蒂卡尔,中雨,21,,2017/6/27
雷塔卢莱乌,暴雨,23,,2017/6/27
波普顿,小雨,22,,2017/6/27
巴里奥斯港,中雨,25,,2017/6/27
巴里奥斯港,中雨,25,,2017/6/27
巴里奥斯港,中雨,25,,2017/6/27
巴里奥斯港,中雨,25,,2017/6/27
巴里奥斯港,中雨,25,,2017/6/27
雷塔卢莱乌,暴雨,23,,2017/6/27
蒂卡尔,中雨,21,,2017/6/27
蒂卡尔,中雨,21,,2017/6/27
巴里奥斯港,中雨,25,,2017/6/27
雷塔卢莱乌,暴雨,23,,2017/6/27
雷塔卢莱乌,暴雨,23,,2017/6/27
雷塔卢莱乌,暴雨,23,,2017/6/27
雷塔卢莱乌,暴雨,23,,2017/6/27
雷塔卢莱乌,暴雨,23,,2017/6/27
蒂卡尔,中雨,21,,2017/6/27
辛菲罗波尔,晴,16,30,2017/6/27
哈伊马角,晴,30,44,2017/6/27
奥尔堡,多云,10,19,2017/6/27
盖尔达耶,晴,27,40,2017/6/27
杜阿拉,大雨,24,31,2017/6/27
斯普利特,晴,24,31,2017/6/27
拉夫哈,晴,26,44,2017/6/27
明古鲁,多云,25,32,2017/6/27
海防,大雨,27,31,2017/6/27
蒙巴萨,小雨,22,28,2017/6/27
车里雅宾斯,小雨,18,26,2017/6/27
顿涅茨克,雷阵雨,20,31,2017/6/27
维萨卡帕特南,多云,28,33,2017/6/27
柔佛州,大雨,26,32,2017/6/27
安卡拉,晴,18,34,2017/6/27
蒂卡尔,中雨,21,,2017/6/27
蒂卡尔,中雨,21,,2017/6/27
蒂卡尔,中雨,21,,2017/6/27
蒂卡尔,中雨,21,,2017/6/27
萨拉戈特,晴,20,,2017/6/27
萨拉戈特,晴,20,,2017/6/27
萨拉戈特,晴,20,,2017/6/27
萨拉戈特,晴,20,,2017/6/27
萨拉戈特,晴,20,,2017/6/27
萨拉戈特,晴,20,,2017/6/27
萨拉戈特,晴,20,,2017/6/27
图兹拉,多云,17,,2017/6/27
图兹拉,多云,17,,2017/6/27
图兹拉,多云,17,,2017/6/27
图兹拉,多云,17,,2017/6/27
图兹拉,多云,17,,2017/6/27
萨拉戈特,晴,20,,2017/6/27
于默奥,中雨,11,,2017/6/27
于默奥,中雨,11,,2017/6/27
萨拉戈特,晴,20,,2017/6/27
萨拉戈特,晴,20,,2017/6/27
于默奥,中雨,11,,2017/6/27
图兹拉,多云,17,,2017/6/27
萨拉戈特,晴,20,,2017/6/27
于默奥,中雨,11,,2017/6/27
图兹拉,多云,17,,2017/6/27
图兹拉,多云,17,,2017/6/27
萨拉戈特,晴,20,,2017/6/27
图兹拉,多云,17,,2017/6/27
于默奥,中雨,11,,2017/6/27
萨拉戈特,晴,20,,2017/6/27
于默奥,中雨,11,,2017/6/27
于默奥,中雨,11,,2017/6/27
图兹拉,多云,17,,2017/6/27
利夫诺,多云,16,,2017/6/27
马尔萨什洛克,多云转阴到多云间晴,,23,2017/6/27
丰沙里,一场阵雨或雷雨,,17,2017/6/27
永珍,局部地区有雷雨,,25,2017/6/27
琅南塔,局部地区有雷雨,,22,2017/6/27
代希瓦勒,短时阵雨,,26,2017/6/27
加勒,短时阵雨,,27,2017/6/27
斯里贾亚瓦德纳普拉科特,短时阵雨,,26,2017/6/27
新泻,多云,18,23,2017/6/27
斯科普里,雷阵雨,18,34,2017/6/27
桑给巴尔,小雨,23,28,2017/6/27
布哈拉,晴,20,34,2017/6/27
实皆,多云,,26,2017/6/27
艾基,多云,,24,2017/6/27
艾马,多云,,24,2017/6/27
甘高,局部地区有雷雨,,23,2017/6/27
卡马,多云,,23,2017/6/27
马圭,多云,,25,2017/6/27
敏东,阵雨,,24,2017/6/27
伊策,小雨,15,,2017/6/27
伊策,小雨,15,,2017/6/27
伊策,小雨,15,,2017/6/27
棉因,多云,,26,2017/6/27
伊策,小雨,15,,2017/6/27
伊策,小雨,15,,2017/6/27
伊策,小雨,15,,2017/6/27
伊策,小雨,15,,2017/6/27
敏达,多云,,25,2017/6/27
伊策,小雨,15,,2017/6/27
伊策,小雨,15,,2017/6/27
勒申,晴,,15,2017/6/27
布戈伊诺,多云,14,,2017/6/27
布戈伊诺,多云,14,,2017/6/27
布戈伊诺,多云,14,,2017/6/27
布戈伊诺,多云,14,,2017/6/27
代韦,多云转阴,,23,2017/6/27
布戈伊诺,多云,14,,2017/6/27
布戈伊诺,多云,14,,2017/6/27
布戈伊诺,多云,14,,2017/6/27
布戈伊诺,多云,14,,2017/6/27
比哈奇,小雨,19,,2017/6/27
比哈奇,小雨,19,,2017/6/27
比哈奇,小雨,19,,2017/6/27
布戈伊诺,多云,14,,2017/6/27
比哈奇,小雨,19,,2017/6/27
比哈奇,小雨,19,,2017/6/27
比哈奇,小雨,19,,2017/6/27
布戈伊诺,多云,14,,2017/6/27
比尔泽布贾,多云转阴到多云间晴,,23,2017/6/27
布戈伊诺,多云,14,,2017/6/27
比哈奇,小雨,19,,2017/6/27
比哈奇,小雨,19,,2017/6/27
布戈伊诺,多云,14,,2017/6/27
比哈奇,小雨,19,,2017/6/27
比哈奇,小雨,19,,2017/6/27
布戈伊诺,多云,14,,2017/6/27
布戈伊诺,多云,14,,2017/6/27
比哈奇,小雨,19,,2017/6/27
比哈奇,小雨,19,,2017/6/27
维多利亚,多云转阴到多云间晴,,24,2017/6/27
比哈奇,小雨,19,,2017/6/27
比哈奇,小雨,19,,2017/6/27
比哈奇,小雨,19,,2017/6/27
比哈奇,小雨,19,,2017/6/27
比哈奇,小雨,19,,2017/6/27
伊策,小雨,15,,2017/6/27
布戈伊诺,多云,14,,2017/6/27
中江,多云,16,,2017/6/27
中江,多云,16,,2017/6/27
中江,多云,16,,2017/6/27
中江,多云,16,,2017/6/27
中江,多云,16,,2017/6/27
中江,多云,16,,2017/6/27
中江,多云,16,,2017/6/27
中江,多云,16,,2017/6/27
中江,多云,16,,2017/6/27
中江,多云,16,,2017/6/27
中江,多云,16,,2017/6/27
萨罗比,多云,24,,2017/6/27
萨罗比,多云,24,,2017/6/27
中江,多云,16,,2017/6/27
萨罗比,多云,24,,2017/6/27
中江,多云,16,,2017/6/27
萨罗比,多云,24,,2017/6/27
中江,多云,16,,2017/6/27
萨罗比,多云,24,,2017/6/27
萨罗比,多云,24,,2017/6/27
布戈伊诺,多云,14,,2017/6/27
萨罗比,多云,24,,2017/6/27
萨罗比,多云,24,,2017/6/27
比哈奇,小雨,19,,2017/6/27
萨罗比,多云,24,,2017/6/27
萨罗比,多云,24,,2017/6/27
萨罗比,多云,24,,2017/6/27
熙川,中雨,17,,2017/6/27
熙川,中雨,17,,2017/6/27
熙川,中雨,17,,2017/6/27
熙川,中雨,17,,2017/6/27
熙川,中雨,17,,2017/6/27
熙川,中雨,17,,2017/6/27
熙川,中雨,17,,2017/6/27
熙川,中雨,17,,2017/6/27
熙川,中雨,17,,2017/6/27
熙川,中雨,17,,2017/6/27
熙川,中雨,17,,2017/6/27
熙川,中雨,17,,2017/6/27
熙川,中雨,17,,2017/6/27
蒙育瓦,多云,,26,2017/6/27
密且,云量增加,,27,2017/6/27
索里,局部地区有雷雨,,22,2017/6/27
基尔科普,多云转阴到多云间晴,,24,2017/6/27
勃甘基,多云,,28,2017/6/27
木各具,云量增加,,26,2017/6/27
普列夫利亚,晴转晴间多云,,13,2017/6/27
儒格尔,一场阵雨或雷雨,,15,2017/6/27
包镇,多云,,25,2017/6/27
宾当,多云,,23,2017/6/27
克鲁亚,晴,,19,2017/6/27
贾拉拉巴德,大雨,30,,2017/6/27
萨古,多云,,25,2017/6/27
沙林,多云,,26,2017/6/27
色漂,云量增加,,27,2017/6/27
布尔奇察,晴,,14,2017/6/27
卢加,多云转阴到多云间晴,,24,2017/6/27
利亚,多云转阴到多云间晴,,23,2017/6/27
斯维吉,多云转阴到多云间晴,,23,2017/6/27
实戾,多云,,26,2017/6/27
新彪遵,多云,,26,2017/6/27
凯里尼亚,晴,,23,2017/6/27
马斯哈特,多云,30,,2017/6/27
萨德瓦,多云,,24,2017/6/27
亚当,多云,29,,2017/6/27
巴赫拉,多云,27,,2017/6/27
瓦甘,多云,,26,2017/6/27
巴里萨尔,一场阵雨或雷雨,,27,2017/6/27
布赖米,多云,26,,2017/6/27
迪贝,多云,32,,2017/6/27
伊布拉,多云,27,,2017/6/27
富舍阿勒兹,晴,,15,2017/6/27
海塞卜机场,多云,31,,2017/6/27
迪夫亚卡,晴,,19,2017/6/27
海塞卜港,多云,31,,2017/6/27
辛巴亚,可能有阵雨,,20,2017/6/27
布赖米,多云,26,,2017/6/27
米子,阴,19,26,2017/6/27
迪贝,多云,32,,2017/6/27
阿比让,大暴雨转小雨,24,27,2017/6/27
巴南科罗,局部地区有雷雨,,20,2017/6/27
梅利哈,多云转阴到多云间晴,,23,2017/6/27
凯尔切姆,多云转阴到多云间晴,,24,2017/6/27
米子,阴,19,26,2017/6/27
米子,阴,19,26,2017/6/27
龙讷比,多云,11,19,2017/6/27
海塞卜机场,多云,31,,2017/6/27
森格莱阿,多云转阴到多云间晴,,23,2017/6/27
阿比让,大暴雨转小雨,24,27,2017/6/27
阿比让,大暴雨转小雨,24,27,2017/6/27
阿比让,大暴雨转小雨,24,27,2017/6/27
阿比让,大暴雨转小雨,24,27,2017/6/27
荣市,阴转中雨,27,34,2017/6/27
龙讷比,多云,11,19,2017/6/27
海塞卜港,多云,31,,2017/6/27
古迪亚,多云转阴到多云间晴,,24,2017/6/27
龙讷比,多云,11,19,2017/6/27
龙讷比,多云,11,19,2017/6/27
龙讷比,多云,11,19,2017/6/27
阿比让,大暴雨转小雨,24,27,2017/6/27
克拉斯诺达,多云,21,33,2017/6/27
荣市,阴转中雨,27,34,2017/6/27
荣市,阴转中雨,27,34,2017/6/27
克拉斯诺达,多云,21,33,2017/6/27
昌迪加尔,小雨转大雨,24,35,2017/6/27
荣市,阴转中雨,27,34,2017/6/27
龙讷比,多云,11,19,2017/6/27
克拉斯诺达,多云,21,33,2017/6/27
克拉斯诺达,多云,21,33,2017/6/27
克拉斯诺达,多云,21,33,2017/6/27
昌迪加尔,小雨转大雨,24,35,2017/6/27
克拉斯诺达,多云,21,33,2017/6/27
安托法加斯塔,多云,11,19,2017/6/27
荣市,阴转中雨,27,34,2017/6/27
荣市,阴转中雨,27,34,2017/6/27
昌迪加尔,小雨转大雨,24,35,2017/6/27
昌迪加尔,小雨转大雨,24,35,2017/6/27
昌迪加尔,小雨转大雨,24,35,2017/6/27
昌迪加尔,小雨转大雨,24,35,2017/6/27
昌迪加尔,小雨转大雨,24,35,2017/6/27
昌迪加尔,小雨转大雨,24,35,2017/6/27
阿特劳,晴,21,30,2017/6/27
昌迪加尔,小雨转大雨,24,35,2017/6/27
安托法加斯塔,多云,11,19,2017/6/27
安托法加斯塔,多云,11,19,2017/6/27
安托法加斯塔,多云,11,19,2017/6/27
林雪平,多云,7,19,2017/6/27
阿特劳,晴,21,30,2017/6/27
安托法加斯塔,多云,11,19,2017/6/27
安托法加斯塔,多云,11,19,2017/6/27
阿特劳,晴,21,30,2017/6/27
阿特劳,晴,21,30,2017/6/27
恩贾梅纳,小雨,24,38,2017/6/27
阿特劳,晴,21,30,2017/6/27
恩贾梅纳,小雨,24,38,2017/6/27
林雪平,多云,7,19,2017/6/27
恩贾梅纳,小雨,24,38,2017/6/27
塔那那利佛,小雨,11,21,2017/6/27
林雪平,多云,7,19,2017/6/27
林雪平,多云,7,19,2017/6/27
恩贾梅纳,小雨,24,38,2017/6/27
亚松森,多云转阴,18,29,2017/6/27
恩贾梅纳,小雨,24,38,2017/6/27
恩贾梅纳,小雨,24,38,2017/6/27
塔那那利佛,小雨,11,21,2017/6/27
塔那那利佛,小雨,11,21,2017/6/27
阿卡普尔科,阴转中雨,26,32,2017/6/27
恩贾梅纳,小雨,24,38,2017/6/27
亚松森,多云转阴,18,29,2017/6/27
密尔沃基,阴,16,24,2017/6/27
亚松森,多云转阴,18,29,2017/6/27
亚松森,多云转阴,18,29,2017/6/27
阿卡普尔科,阴转中雨,26,32,2017/6/27
亚松森,多云转阴,18,29,2017/6/27
克莱蒙费朗,小雨转大雨,17,28,2017/6/27
阿卡普尔科,阴转中雨,26,32,2017/6/27
密尔沃基,阴,16,24,2017/6/27
亚松森,多云转阴,18,29,2017/6/27
阿卡普尔科,阴转中雨,26,32,2017/6/27
克莱蒙费朗,小雨转大雨,17,28,2017/6/27
奥克兰,小雨,6,13,2017/6/27
奥克兰,小雨,6,13,2017/6/27
密尔沃基,阴,16,24,2017/6/27
阿卡普尔科,阴转中雨,26,32,2017/6/27
密尔沃基,阴,16,24,2017/6/27
奥克兰,小雨,6,13,2017/6/27
瓦伦西亚,阴转晴,21,32,2017/6/27
瓦伦西亚,阴转晴,21,32,2017/6/27
克莱蒙费朗,小雨转大雨,17,28,2017/6/27
克莱蒙费朗,小雨转大雨,17,28,2017/6/27
克莱蒙费朗,小雨转大雨,17,28,2017/6/27
奥克兰,小雨,6,13,2017/6/27
密尔沃基,阴,16,24,2017/6/27
安科纳,多云,18,32,2017/6/27
